,Unnamed: 0,neg_prob,pos_prob,neg_vader,neu_vader,pos_vader,sentence,dict,identifier,sentiment,only pos or neg
972,972,0.9997968438943096,0.000203156105693978,0.054000000000000006,0.946,0.0,"For the past 2 montgs I stopped taking my meds, because there were too many side effects, and my insurance woupdnt let me see the psychiatrist more than once every 2 months so we couldnt tweak it.",dobj,-1,neu_vader,neg_vader
974,974,0.9999393636904138,6.063630957008007e-05,0.0,0.9059999999999999,0.094,Was okay for the past 2 months on new meds but something is out there again.,pobj,-1,neu_vader,pos_vader
975,975,0.9990706356824736,0.0009293643175082784,0.0,1.0,0.0,"A lot of you seem to know a lot about psychiatric medications, have you ever heard this?",pobj,-1,neu_vader,pos_vader
976,976,0.9975873876331708,0.002412612366824107,0.15,0.85,0.0,"I've had a schizophrenia episode starting at ~13, that grew along with family problems I had at the time, and took medicine (mostly Risperdal) until almost 16 and hallucinations stopped.",dobj,-1,neu_vader,neg_vader
977,977,0.9999092042344568,9.079576553568816e-05,0.0,1.0,0.0,I'm not on medication at the moment.,pobj,-1,neu_vader,pos_vader
979,979,0.9989723570501171,0.001027642949868799,0.34299999999999997,0.657,0.0,"I'm terrified of taking medication because I don't want it to ""change me.""",dobj,-1,neu_vader,neg_vader
980,980,0.9999212689115192,7.87310884676217e-05,0.0,0.9209999999999999,0.079,I keep telling myself that if I develop psychosis that I'll be put into a hospital and get a few weeks off work and take some medicine to chill me out and that it won't be that bad.,dobj,-1,neu_vader,pos_vader
981,981,0.9998035208137529,0.00019647918625346176,0.095,0.905,0.0,"I have been diagnosed with paranoid schizophrenia a short while ago, before I was on medicine I used to smoke weed every so often.",pobj,-1,neu_vader,neg_vader
983,983,0.9999902234338429,9.77656614817393e-06,0.0,1.0,0.0,"Anyway, my question is: what could happen if I smoke while on my medicine, should I skip my meds for a day if I smoke, or should I stay away from weed altogether?",pobj_dobj,-1,neu_vader,pos_vader
984,984,0.9999653751004804,3.4624899536481936e-05,0.16899999999999998,0.831,0.0,I don't want to be on meds anymore.,pobj,-1,neu_vader,neg_vader
985,985,0.9998085547358572,0.00019144526415484103,0.256,0.7440000000000001,0.0,"I get paranoid in public, I hate the medication, have tried Risperdal, Abilify, (which made me very very sleepy) and seroquel, which just sedated me to no other.",dobj,-1,neu_vader,neg_vader
986,986,0.9999800103337472,1.9989666236026547e-05,0.0,0.633,0.36700000000000005,Even if they are completely stable and basically symptom free on medication.,pobj,-1,neu_vader,pos_vader
987,987,0.9962940251814644,0.00370597481852909,0.165,0.623,0.212,"My Doctor suggested that the decline in working memory might come from depression but with the antidepressant medication I feel less depressed than a year ago, actually I feel pretty good.",pobj,-1,neu_vader,pos_vader
988,988,0.9999296265354108,7.037346460290481e-05,0.0,1.0,0.0,"2) If I do get to the point where I develop schizophrenia and have to take antipsychotic medication, is there any way for me to continue my studies as an engineer, and to then go on working in the industry?",dobj,-1,neu_vader,pos_vader
989,989,0.9946147100388516,0.005385289961165132,0.213,0.787,0.0,"I'm on meds, but recently had a bout of psychosis due to an interruption.",pobj,-1,neu_vader,neg_vader
990,990,0.9987793605184828,0.0012206394815271816,0.18600000000000003,0.621,0.193,"His brother obviously needs medication and help, and my friend and his mom should not have to live in such a hostile, dangerous environment.",dobj,-1,neu_vader,pos_vader
991,991,0.9995374498916384,0.00046255010835846374,0.171,0.8290000000000001,0.0,He told me he does not have much interest in talking to a professional and does not want to take medicine.,dobj,-1,neu_vader,neg_vader
993,993,0.9997907640850138,0.00020923591498354352,0.0,1.0,0.0,I have been off meds since I was 18 and for the most part I have been highly functional.,pobj,-1,neu_vader,pos_vader
994,994,0.9999169073494384,8.309265057723809e-05,0.0,1.0,0.0,I just discovered that almost every doctor in the states(and abroad without adoubt) is paid off by pharmaceutical companies to prescribe their medicine.,dobj,-1,neu_vader,pos_vader
995,995,0.997638683949706,0.0023613160502849373,0.14400000000000002,0.856,0.0,dont trust psychiatrists who seem to stick with the same meds in the prescence of new/changed symptoms.,pobj,-1,neu_vader,neg_vader
997,997,0.9999142495412148,8.575045878393009e-05,0.142,0.7120000000000001,0.146,"Now that I take medication, I have no symptoms of either schizophrenia nor bipolar disorder.",dobj,-1,neu_vader,pos_vader
998,998,0.9996700512233584,0.00032994877665130213,0.217,0.7829999999999999,0.0,She hated her injections and as soon as they let her start taking her own medication in pill form she immediately stopped taking it.,dobj,-1,neu_vader,neg_vader
999,999,0.9997088449907684,0.0002911550092285764,0.0,1.0,0.0,Around Christmas her parents started to notice something was up with her and of course i can't FORCE someone to take medication.,dobj,-1,neu_vader,pos_vader
1000,1000,0.9987176097928636,0.0012823902071221868,0.0,0.884,0.11599999999999999,While she was in the hospital they started her on a new medication and she seemed to feel a lot better on this new drug.,pobj,-1,neu_vader,pos_vader
1001,1001,0.9984166182580728,0.0015833817419103567,0.128,0.872,0.0,When she was released she only took the medication for a couple days and stopped.,dobj,-1,neu_vader,neg_vader
1002,1002,0.9998700477620625,0.00012995223792118307,0.174,0.826,0.0,"I saw her going downhill fast, she has problems speaking when she doesn't take medication and you can tell it's very frustrating to her that she can't form her thoughts correctly.",dobj,-1,neu_vader,neg_vader
1003,1003,0.9992560008534244,0.0007439991465685173,0.073,0.809,0.11699999999999999,She's not the woman I fell in love with and it breaks my heart that she would do this and not care enough about her future and me to take her medication.,dobj,-1,neu_vader,pos_vader
1004,1004,0.999877769679002,0.00012223032100956921,0.0,0.8029999999999999,0.19699999999999998,"When shes on meds shes happy, she can think and speak, we don't fight, everything is good but she says she ""hates"" how it makes her feel.",pobj,-1,neu_vader,pos_vader
1005,1005,0.9963853923945803,0.003614607605404697,0.081,0.8240000000000001,0.095,I'm concerned I'm taking too much medication but my psyciatric nurse keeps telling me that I'm on a low dose of medication and not to worry about it so much.,pobj,-1,neu_vader,pos_vader
1006,1006,0.9994579169918056,0.0005420830082039082,0.262,0.695,0.043,I kind of feel like she is fobbing me off and making excuses because she doesn't want me to stop taking my medication but they have such a negative effect on me I'd rather stop.,dobj,-1,neu_vader,neg_vader
1007,1007,0.9987726784339426,0.0012273215660642994,0.0,0.89,0.11,I responded well to medication and was able to return to college after having been homeless for a couple days.,pobj,-1,neu_vader,pos_vader
1008,1008,0.9997926642908684,0.0002073357091154249,0.036000000000000004,0.68,0.284,I'm convinced the big pharam is very happy with patients having to take their medicine for life and wouldn't want them to be actually cured for good.,dobj,-1,neu_vader,pos_vader
1009,1009,0.9999567142121536,4.328578782576591e-05,0.11900000000000001,0.74,0.141,"So, I've been off my medication for a month or so now and some shit happened that really got to me, needless to say I can feel pretty depressed (even though I can't feel anything, I just know I feel like complete shit), I can't think, like all my thoughts are fuzzy, I don't know.",pobj,-1,neu_vader,pos_vader
1010,1010,0.9954906103888996,0.00450938961108381,0.159,0.541,0.3,"I also suffer from schizophrenia/schizoaffective disorder, but I'd like to advocate for it and share my story, to help those who are suffering know that you can still live an awesome life on the right meds!",pobj,-1,neu_vader,pos_vader
1011,1011,0.9966937599302698,0.003306240069744513,0.09300000000000001,0.685,0.222,"Exercise is shown to improve symptoms of schizophrenia, it also helps with the brain shrinkage effect of anti psychotic medication.",pobj,-1,neu_vader,pos_vader
1013,1013,0.9999937511499852,6.248850004674665e-06,0.0,1.0,0.0,I can't get my medicine this week.,dobj,-1,neu_vader,pos_vader
1015,1015,0.9999366962520474,6.330374795575168e-05,0.0,0.828,0.172,"However, my psychologist politely informed that I needed to try and find meds that work better.",dobj,-1,neu_vader,pos_vader
1017,1017,0.9999369854846,6.301451541077507e-05,0.0,1.0,0.0,I went to the doctors office and apparently the pharmacy didn't fill out some form and didn't send the medication.,dobj,-1,neu_vader,pos_vader
1019,1019,0.9989810724937512,0.0010189275062441915,0.073,0.726,0.201,"I don't feel like I'm on medication at all because it doesn't make me tired, gain weight, and I don't have to take a pill every day.",pobj,-1,neu_vader,pos_vader
1020,1020,0.9999714413071384,2.8558692844530297e-05,0.0,1.0,0.0,"So, I guess I've been 2 days without meds.",pobj,-1,neu_vader,pos_vader
1021,1021,0.9997078797796732,0.00029212022034097343,0.0,1.0,0.0,My doctor didn't give me any other medication in place of the Abilify.. so I'm just without anything.,dobj,-1,neu_vader,pos_vader
1022,1022,0.9992809358228468,0.0007190641771682992,0.132,0.868,0.0,How to get my psychiatrist to think seriously of ADHD and prescribe me medication for it without him attributing all these symptoms to the anti-psychotics I'm taking or my illness itself?,dobj,-1,neu_vader,neg_vader
1023,1023,0.9988440896068728,0.0011559103931307333,0.0,0.765,0.235,"I really want to perform on a level which is adequate for my mental capacity, and seeking medication for this condition is the best thing I could do to achieve this.",dobj,-1,neu_vader,pos_vader
1024,1024,0.9999712624622044,2.8737537812039545e-05,0.0,1.0,0.0,I'm on meds.,pobj,-1,neu_vader,pos_vader
1025,1025,0.99864864020922,0.0013513597907662922,0.06,0.94,0.0,"At my last doctor's appointment before I retired from the Marine Corps we discussed tapering down on my medications (Trazodone, Zyprexa, Adderall, Nexium, propanolol, ambien)

I stopped taking my Zyprexa completely for a week.",pobj,-1,neu_vader,neg_vader
1026,1026,0.9999438948728344,5.610512718249637e-05,0.215,0.785,0.0,I'm also not sure if what happened was the actual underlying problem or just the withdrawals from the medication.,pobj,-1,neu_vader,neg_vader
1027,1027,0.9979749878414552,0.0020250121585627927,0.28600000000000003,0.7140000000000001,0.0,"Ive been in mental hospitals for multiple suicide attempts and self harm, ive been on quite a few meds, some im still on.",pobj,-1,neu_vader,neg_vader
1028,1028,0.9981072938132404,0.0018927061867761534,0.0,0.941,0.059000000000000004,I keep urging him to go to a private doctor who can better tailor his medication to suit his needs but he insists that people will find out and he doesn't need it anyway.,dobj,-1,neu_vader,pos_vader
1029,1029,0.9999533748161014,4.662518391316554e-05,0.265,0.51,0.22399999999999998,I want to get back on medication but I feel like it is poisoning me.,pobj,-1,neu_vader,neg_vader
1030,1030,0.9999396781025962,6.032189741549875e-05,0.09699999999999999,0.903,0.0,"I don't hear physical voices, but until I got on meds I had non stop thoughts that I thought were coming from invisible beings near me, different from standard intrusive thoughts.",pobj,-1,neu_vader,neg_vader
1031,1031,0.9987756982894278,0.0012243017105604164,0.172,0.828,0.0,"Five, almost six years ago I was diagnosed with a psychotic disorder and began psychiatric medication.",dobj,-1,neu_vader,neg_vader
1034,1034,0.99987065539868,0.00012934460133761776,0.11,0.89,0.0,"I attributed, whether correctly or incorrectly the insomnia to the medication and I cut my dose significantly, even switching medications.",pobj_dobj,-1,neu_vader,neg_vader
1036,1036,0.9991788891940838,0.0008211108058990629,0.10099999999999999,0.7929999999999999,0.105,Animal studies eventually indicated that the loss in volume previously attributed to schizophrenia might very well be caused by medication.,pobj,-1,neu_vader,pos_vader
1037,1037,0.9773714604284374,0.02262853957157227,0.078,0.922,0.0,"Knowing that the medication causes very noticeable changes in several areas of the brain, how do you whether to attribute changes in cognitiion to the illness or to a “side effect” of the medication?",pobj,-1,neu_vader,neg_vader
1038,1038,0.9800829216641432,0.0199170783358429,0.0,0.898,0.102,"Put another way, to a lay person it seems like most of what we know about schizophrenia may have been confounded by the medication.",pobj,-1,neu_vader,pos_vader
1039,1039,0.9989011436945401,0.0010988563054666863,0.0,0.87,0.13,The papers still being published about the “neuro-protective” nature of the medication have interesting things in the disclosures section.,pobj,-1,neu_vader,pos_vader
1040,1040,0.9855744044405302,0.01442559555946014,0.0,0.823,0.177,"My passion has not returned, so I do not know which of the following is true:

It was a side effect of the medication, and if given more time will return.",pobj,-1,neu_vader,pos_vader
1041,1041,0.9997897996579176,0.00021020034207884533,0.242,0.758,0.0,"It is permanent damage from the medication, and will not return.",pobj,-1,neu_vader,neg_vader
1043,1043,0.9999203853286436,7.961467134237969e-05,0.0,1.0,0.0,"I was diagnosed with ADHD-PI (ADHD without hyperactivity), but never put on medication until recently.",pobj,-1,neu_vader,pos_vader
1044,1044,0.9972407422518048,0.0027592577481861864,0.14,0.86,0.0,Before medication a few hours -- and if its severe I'd just lay in bed throughout the day.,pobj,-1,neu_vader,neg_vader
1045,1045,0.9999900088228928,9.991177088123425e-06,0.0,1.0,0.0,The reason I ask is that I currently do this - for putting meds in daily pillbox chambers.,dobj,-1,neu_vader,pos_vader
1046,1046,0.9996170381677144,0.00038296183226958064,0.06,0.94,0.0,"I only refer it to ""progress"" is because as soon as he is released and back with my mom and I, he stops taking his medicine eventually.",dobj,-1,neu_vader,neg_vader
1047,1047,0.9999330848093568,6.691519063039693e-05,0.11599999999999999,0.884,0.0,"His last doctor told us that his medicine did have side effects (loss of appetite, drowsiness, his leg would shake uncontrollably), but she also mentioned that going off the medicine would mess with his brain even more.",pobj,-1,neu_vader,neg_vader
1048,1048,0.997746650202362,0.0022533497976275074,0.0,1.0,0.0,I had heard in the past that he had been using various drugs and unless fed his medication he wouldn't take it.,dobj,-1,neu_vader,pos_vader
1049,1049,0.9997531953567532,0.0002468046432375596,0.0,1.0,0.0,I also see shadows when I'm off of my medication.,pobj,-1,neu_vader,pos_vader
1050,1050,0.9923866991352684,0.0076133008647174625,0.14400000000000002,0.731,0.125,He is a long term user of anti psychotic drugs and though his psychiatrist has recently changed his medication to hopefully mitigate this he knows that the nerve damage may well be permanent.,dobj,-1,neu_vader,neg_vader
1051,1051,0.9991204395942996,0.000879560405696052,0.138,0.765,0.09699999999999999,"My family has been trying to get my mother who is a paranoid schizophrenic on meds for over a decade and on government assistance, but she fights everyone who tries to help her.",pobj,-1,neu_vader,neg_vader
1052,1052,0.9999892454347834,1.0754565211130327e-05,0.19699999999999998,0.6729999999999999,0.13,"Or even better, how can I get my mom on meds if she won't even admit to being ill?",pobj,-1,neu_vader,neg_vader
1055,1055,0.9999653751004804,3.4624899536481936e-05,0.196,0.804,0.0,I don't want to be on meds.,pobj,-1,neu_vader,neg_vader
1056,1056,0.9999345858028854,6.541419712757691e-05,0.0,1.0,0.0,For two years I dealt with voices without any meds.,pobj,-1,neu_vader,pos_vader
1058,1058,0.9989256902436614,0.001074309756341267,0.0,1.0,0.0,"Got the meds back, seeing a new therapist and psychiatrist asap.",dobj,-1,neu_vader,pos_vader
1059,1059,0.9999399072730542,6.0092726964063464e-05,0.237,0.763,0.0,I fucking HATED taking that medicine but it allowed me to function.,dobj,-1,neu_vader,neg_vader
1060,1060,0.999979059793928,2.094020607709136e-05,0.314,0.62,0.066,And my failure to admit something was wrong with the way I thought was also why I thought I could stop taking my medicine.,dobj,-1,neu_vader,neg_vader
1062,1062,0.9997811557719424,0.000218844228052648,0.121,0.879,0.0,"But I think as long as I take this medicine, no more audible voices will come out of it.",dobj,-1,neu_vader,neg_vader
1063,1063,0.9999809231181768,1.9076881814905704e-05,0.0,1.0,0.0,I have before when not on meds.,pobj,-1,neu_vader,pos_vader
1064,1064,0.999781048493032,0.00021895150696499442,0.171,0.8290000000000001,0.0,For some reason the same thing when it happens off medication is the start of some journey into insanity.,pobj,-1,neu_vader,neg_vader
1065,1065,0.9999666157385922,3.3384261388090315e-05,0.0,1.0,0.0,But not when I take my meds.,dobj,-1,neu_vader,pos_vader
1067,1067,0.9998628077417242,0.0001371922582798752,0.0,1.0,0.0,"I basically had my dad back, as long as he took his meds.",dobj,-1,neu_vader,pos_vader
1068,1068,0.9987648145070251,0.0012351854929905613,0.106,0.7979999999999999,0.096,"He started to skip his meds, and it is important to mention that he is a paranoid schizophrenic.",dobj,-1,neu_vader,neg_vader
1069,1069,0.9939443520625072,0.006055647937508906,0.083,0.805,0.11199999999999999,We tried everyday to get him back to his meds or to see a doctor and that we love him and want him to be healthy... but it was no use.,pobj,-1,neu_vader,pos_vader
1070,1070,0.9999801814328906,1.981856709977052e-05,0.134,0.866,0.0,He's off an on with taking any medications (right now he's off) and it is painfully obvious to everyone when he's off them.,dobj,-1,neu_vader,neg_vader
1071,1071,0.999926277745984,7.372225401198766e-05,0.0,1.0,0.0,"I've asked him before why he doesn't take his meds, and he says they make him cloudy, groggy, etc.",dobj,-1,neu_vader,pos_vader
1072,1072,0.9988029398592982,0.0011970601406898092,0.0,1.0,0.0,So I ask him why he hasn't gone to his psychiatrist to get a new medication or change the dosage.,dobj,-1,neu_vader,pos_vader
1073,1073,0.9997875318817591,0.00021246811824663189,0.08,0.92,0.0,"I'm not sure what type she has, but she's been to the doctor/therapist and received medicine for it.",dobj,-1,neu_vader,neg_vader
1074,1074,0.9999415969092836,5.8403090722061865e-05,0.0,0.87,0.13,"She is still on medicine, and you can definitely tell when it works (and when she's actually taking it).",pobj,-1,neu_vader,pos_vader
1075,1075,0.9999340497712136,6.595022880006532e-05,0.0,1.0,0.0,Then I believe she saw a therapist and got medicine.,dobj,-1,neu_vader,pos_vader
1076,1076,0.9998835041146088,0.00011649588539695383,0.128,0.872,0.0,"He takes no medications, he just learned to recognize when it would start to ""speak up"".",dobj,-1,neu_vader,neg_vader
1077,1077,0.9999680493667472,3.1950633241344815e-05,0.0,1.0,0.0,I know he hasn't taken medicine in ~6 months.,dobj,-1,neu_vader,pos_vader
1078,1078,0.9999392280338992,6.0771966096970826e-05,0.0,1.0,0.0,I am now on medication and i have a scheduled appointment with a psychiatrist.,pobj,-1,neu_vader,pos_vader
1079,1079,0.999422021256578,0.0005779787434235053,0.213,0.787,0.0,I don't know if I want to take the medication and since the doctor I've just literally felt a lot worse.,dobj,-1,neu_vader,neg_vader
1082,1082,0.9943060963868736,0.0056939036131273294,0.0,1.0,0.0,"She went to therapy and tried a lot of meds, but I knew she wasn't seeing anyone presently and was not medicating with anything other than marijuana.",pobj,-1,neu_vader,pos_vader
1084,1084,0.999350242380304,0.000649757619710436,0.182,0.74,0.077,"I want to stop my medications, but it doesn't matter I ran out of my medications.",pobj,-1,neu_vader,neg_vader
1085,1085,0.9997651964991348,0.00023480350085785704,0.107,0.893,0.0,I'm afraid to leave the house to pick up the medications.,dobj,-1,neu_vader,neg_vader
1086,1086,0.9999794995127456,2.0500487253255288e-05,0.0,1.0,0.0,He’s been on just about every medication imaginable.,pobj,-1,neu_vader,pos_vader
1087,1087,0.9998695243348992,0.00013047566508450257,0.0,1.0,0.0,"It was chalked up to be from all the medications he was on, so they quickly changed medications.",dobj,-1,neu_vader,pos_vader
1089,1089,0.9999880854636952,1.1914536296955944e-05,0.0,1.0,0.0,Do you ever have episodes even with medication?,pobj,-1,neu_vader,pos_vader
1091,1091,0.9998832762900894,0.00011672370989461447,0.0,0.841,0.159,"My grandmother drives to make sure my aunt takes her medicine, she picks up the rx from the pharmacy, takes her grocery shopping, and helps her run errands.",dobj,-1,neu_vader,pos_vader
1092,1092,0.9985971985440546,0.0014028014559435119,0.174,0.826,0.0,I cut back on my medication to 1/4 of the normal dose.,pobj,-1,neu_vader,neg_vader
1093,1093,0.999132086948075,0.0008679130519395157,0.0,0.7559999999999999,0.244,I'm doing SO much better than on a full dose of medication and antidepressants.,pobj,-1,neu_vader,pos_vader
1094,1094,0.9998610696846856,0.00013893031530058046,0.0,1.0,0.0,"I suppose I should start taking my meds again... but, on my meds I feel nothing but a void.",pobj,-1,neu_vader,pos_vader
1095,1095,0.9999641962030722,3.580379692826621e-05,0.365,0.635,0.0,"then she stopped taking meds, because she doesnt trust doctors.",dobj,-1,neu_vader,neg_vader
1096,1096,0.9998005471370164,0.0001994528629730123,0.168,0.8320000000000001,0.0,He's been taking meds for years but I'm not seeing any improvement in his health at all.,dobj,-1,neu_vader,neg_vader
1097,1097,0.9983703508465358,0.001629649153450436,0.0,1.0,0.0,Been getting shots of meds once a month.,pobj,-1,neu_vader,pos_vader
1098,1098,0.999866326460951,0.00013367353906155327,0.10300000000000001,0.753,0.14400000000000002,"I've talked to my psychiatrist about this, but his ""solution"" was to up my meds to help control the squatters, and I already hate being on the meds in the first place, and they don't really help in the first place.",pobj,-1,neu_vader,pos_vader
1099,1099,0.9981208849250804,0.0018791150749363245,0.115,0.7120000000000001,0.174,"In Chinese medicine the spleen is responsible for worry and excessive thoughts, it is considered one of the most important organs.",pobj,-1,neu_vader,pos_vader
1100,1100,0.9999633327059068,3.666729408356371e-05,0.256,0.7440000000000001,0.0,Does it work worse or not at all on medication?,pobj,-1,neu_vader,neg_vader
1101,1101,0.9999695601938045,3.043980620009671e-05,0.0,0.735,0.265,Put on antipsychotic medication which reduced my positive symptoms by 100%.,pobj,-1,neu_vader,pos_vader
1102,1102,0.9999039214129072,9.607858709057326e-05,0.0,0.861,0.139,I have 2 weeks worth of medication but after that I'm out.,pobj,-1,neu_vader,pos_vader
1104,1104,0.9999479755739824,5.202442599938065e-05,0.0,1.0,0.0,He doesn't have his medication with him.,dobj,-1,neu_vader,pos_vader
1105,1105,0.9989629175644894,0.0010370824355121838,0.121,0.879,0.0,"I am able to get myself out of deeper ruts without medication, but was always to scared to bring up hallucinations and my severing from reality from time to time.",pobj,-1,neu_vader,neg_vader
1106,1106,0.9995059813237112,0.0004940186762749259,0.174,0.826,0.0,"When she's returned, the mother has stopped taking her medication.",dobj,-1,neu_vader,neg_vader
1107,1107,0.9994797328430828,0.0005202671569080856,0.0,0.805,0.195,"What kinds of medication have you found to be the most effective in at least quieting the voices, if not stopping them?",pobj,-1,neu_vader,pos_vader
1108,1108,0.9999725144324154,2.74855675757617e-05,0.24100000000000002,0.759,0.0,Have you ever stopped taking your medication?,dobj,-1,neu_vader,neg_vader
1109,1109,0.9988765266056576,0.0011234733943564542,0.0,1.0,0.0,I don't know if it's a side effect of medication or a symptom...,pobj,-1,neu_vader,pos_vader
1110,1110,0.9998421472270702,0.0001578527729292821,0.0,0.8270000000000001,0.17300000000000001,I've been on various medications and have tried group therapy but none of it seems to help much.,pobj,-1,neu_vader,pos_vader
1111,1111,0.9999865147349296,1.3485265088423376e-05,0.251,0.7490000000000001,0.0,"I don't want to go off my meds, I don't want to do anything bad, except cut myself, but I wont, because I don't want to go back to that place.",pobj,-1,neu_vader,neg_vader
1112,1112,0.9999444964879988,5.5503512000908474e-05,0.0,0.946,0.054000000000000006,"One thing I've noticed though whenever I was talking with the social assistant from the government is how she mentioned medication all the time, like asking me if I had been given medication for my symptoms in the past, asking about other (non-psychiatric) medication, and so on.",pobj,-1,neu_vader,pos_vader
1115,1115,0.9971005011658194,0.00289949883416185,0.025,0.877,0.098,"I am the one who gives her medication, makes sure she eats and I make sure sharp objects are out of her reach so I know she can not do anything that way... but there are of course so many other ways that I can not prevent.",dobj,-1,neu_vader,pos_vader
1116,1116,0.9999861056906584,1.3894309330199472e-05,0.0,0.861,0.139,"He might say: ""Well I take my medication regularly and have been for 20 years.",dobj,-1,neu_vader,pos_vader
1117,1117,0.9992259406458532,0.0007740593541633429,0.415,0.585,0.0,I'm terrified of antipsychotic medication because of a terrible experience I had with Haldol.,pobj,-1,neu_vader,neg_vader
1118,1118,0.9999751204956284,2.4879504365337994e-05,0.39799999999999996,0.602,0.0,"If I refuse this medication, and I am schizophrenic, will I get worse?",dobj,-1,neu_vader,neg_vader
1119,1119,0.999994885548622,5.114451373096055e-06,0.048,0.695,0.257,"And I do know that you're always supposed to take medication if your doctor says to, but I feel like I haven't been sick enough yet to know if I really am schizophrenic, even though I do meet onset criteria, and paranoid schizophrenia criteria...

Help please?",dobj,-1,neu_vader,pos_vader
1120,1120,0.9996213559576038,0.00037864404237688247,0.33299999999999996,0.667,0.0,Because of bad experience with my most recent medication I've attacked him 3 times; he left.,pobj,-1,neu_vader,neg_vader
1123,1123,0.9999879136718409,1.2086328154942995e-05,0.0,1.0,0.0,I've tried medicine.,dobj,-1,neu_vader,pos_vader
1124,1124,0.9977849903471504,0.0022150096528380965,0.35600000000000004,0.644,0.0,"I'm getting more ill with the day, and I've read many horror stories here that people who don't use meds end up either dead, in jail, or lose themselves.",dobj,-1,neu_vader,neg_vader
1125,1125,0.9951158950116368,0.004884104988371933,0.07200000000000001,0.846,0.08199999999999999,"I've lost most of my education (I was a very smart/good student), I've gained about 85-90 pounds in a fucking year from this medication and I don't even eat a lot, I eat normally.",pobj,-1,neu_vader,pos_vader
1126,1126,0.9576905921632226,0.042309407836790366,0.0,0.8420000000000001,0.158,"I've recently become stable on medication, and I keep reliving moments of the past year and a half when I thought my delusions and hallucinations were real.....it feels like PTSD.",pobj,-1,neu_vader,pos_vader
1128,1128,0.9998915920319672,0.00010840796803952648,0.071,0.929,0.0,So the question is besides stopping or changing meds is there anything she can do to going back to her normal cycle.,dobj,-1,neu_vader,neg_vader
1129,1129,0.9999812535782102,1.8746421797387064e-05,0.295,0.705,0.0,My doctors have decided to keep me on my medication for four more months to see what's wrong with me but I can't cope like this it's torture.,pobj,-1,neu_vader,neg_vader
1130,1130,0.9999709075837596,2.90924162585837e-05,0.16899999999999998,0.764,0.067,"She was fine until then but suddenly, she started refusing her medication so that's why that thing happened.",dobj,-1,neu_vader,neg_vader
1131,1131,0.9996333996531129,0.0003666003468987996,0.162,0.838,0.0,And I gotta mention that all these month she has had an epsiode every month because she's still refusing to take her meds in time and her episodes are getting worse and worse).,dobj,-1,neu_vader,neg_vader
1132,1132,0.9980309436673488,0.0019690563326693602,0.218,0.782,0.0,"so I think their psychic ressonance might be healing mental problems without meds or treatment because it gives psi to mentally ill, which is a lack of psyche if you think about it.",pobj,-1,neu_vader,neg_vader
1133,1133,0.9999680004919824,3.1999508023320504e-05,0.2,0.8,0.0,My parents constantly remind me that it's bad for me to smoke my prescribed medications.,dobj,-1,neu_vader,neg_vader
1137,1137,0.998376169066741,0.0016238309332484398,0.0,1.0,0.0,None of the people working with him can suggest any meds that will work.,dobj,-1,neu_vader,pos_vader
1138,1138,0.9956421083358192,0.004357891664178478,0.131,0.6779999999999999,0.191,"As well as agreeing that in general it just makes him worse, regardless of medication or how he's treated.",pobj,-1,neu_vader,pos_vader
1139,1139,0.9986343683187904,0.0013656316812073876,0.17800000000000002,0.706,0.115,"He's very small (4'9) and underweight, has a terrible immune system and seems to react badly to any meds that he's given, at the moment he can't even take meds, eat or drink without feeling sick.",dobj,-1,neu_vader,neg_vader
1140,1140,0.9916510426015154,0.008348957398489693,0.163,0.77,0.066,"I feel like I’m getting more and more frantic about him, and that a lot of our interactions now center around my trying to get him to take medication and quit the damn weed.",dobj,-1,neu_vader,neg_vader
1141,1141,0.9998551988434397,0.00014480115656410598,0.174,0.826,0.0,Should I keep bringing up the medication or just let it drop?,dobj,-1,neu_vader,neg_vader
1142,1142,0.9999832051427252,1.6794857261229108e-05,0.0,1.0,0.0,"What I'm wondering is: Do they put you on medication without diagnosing you, or do you have to be diagnosed with schizophrenia in order to be given medication?",dobj,-1,neu_vader,pos_vader
1143,1143,0.9988299700584892,0.0011700299415244614,0.161,0.8390000000000001,0.0,"I don't care if I'm officially diagnosed as a schizophrenic or not, I just want to be put on the medication as soon as possible.",pobj,-1,neu_vader,neg_vader
1144,1144,0.9983813817073144,0.001618618292696971,0.0,0.75,0.25,"Hi all, I'm a multiple-times diagnosed schizophrenic who is considering going through a few months of non-FDA approved medication and inpatient care.",dobj,-1,neu_vader,pos_vader
1145,1145,0.9999408522846444,5.9147715336554004e-05,0.125,0.875,0.0,"Hi everyone, I have been diagnosed with paranoid schizophrenia and taking anti-psychotic medicine daily for it.",dobj,-1,neu_vader,neg_vader
1146,1146,0.9933490487700319,0.006650951229963224,0.054000000000000006,0.8640000000000001,0.08199999999999999,"While I am not psychotic right now, everything feels under control and I intend to take my anti-psychotic medication for life, I still feel there should be some kind of mention in my OkCupid profile about this, however, I do not know if I should outright say I've been diagnosed with paranoid schizophrenia or if there is a more vague yet equally effective umbrella term for someone like me.",dobj,-1,neu_vader,pos_vader
1147,1147,0.9997882737387456,0.00021172626123900504,0.0,0.833,0.16699999999999998,Do you take any other meds on top of it?,dobj,-1,neu_vader,pos_vader
1148,1148,0.9999503154747068,4.9684525294720754e-05,0.0,0.513,0.48700000000000004,I feel like I want to switch meds.,dobj,-1,neu_vader,pos_vader
